Account,Region,PVC Namespace,PVC Name,EBS Volume ID,EBS Creation Date,Size in GB,EBS Type,IOPS (if any),Tags,Monthly cost,Yearly cost
700982990415,us-east-1,data-exporter,persistent-sending-queue-traces-collector-3,vol-0e52fed8996397f64,2023-10-16 20:25:31.018000+00:00,1,gp2,100,"[{'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-059e529f-35aa-4bcf-b0c3-f4492a14cc07'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'data-exporter'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'persistent-sending-queue-traces-collector-3'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-059e529f-35aa-4bcf-b0c3-f4492a14cc07'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-059e529f-35aa-4bcf-b0c3-f4492a14cc07'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}]",$0.08,$0.96
700982990415,us-east-1,design-center,projects-service-pv-wc-redis-template-claim-projects-service-9,vol-068aeaae3ee2beca0,2020-10-06 16:15:16.459000+00:00,100,io1,500,"[{'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'projects-service-pv-wc-redis-template-claim-projects-service-9'}, {'Key': 'KubernetesCluster', 'Value': 'stable5-us-east-1'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-c5e497a3-4b5e-49c0-8cc6-875969de0209'}, {'Key': 'Name', 'Value': 'kubernetes-dynamic-pvc-c5e497a3-4b5e-49c0-8cc6-875969de0209'}, {'Key': 'kubernetes.io/cluster/stable5-us-east-1', 'Value': 'owned'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'design-center'}]",$8.00,$96.00
700982990415,us-east-1,op-druid,var-op-druid-meters-0-data-8,vol-033a1051179651eb4,2023-10-05 23:56:33.318000+00:00,1024,io1,10240,"[{'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-5ef58867-4dcc-44bd-baed-4919e74edd73'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'var-op-druid-meters-0-data-8'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-5ef58867-4dcc-44bd-baed-4919e74edd73'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-5ef58867-4dcc-44bd-baed-4919e74edd73'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}]",$81.92,$983.04
700982990415,us-east-1,op-druid,var-op-druid-meters-0-data-3,vol-071dae16ed2fe74b9,2023-10-05 23:56:32.944000+00:00,1024,io1,10240,"[{'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-f6753474-7c78-48e1-a9aa-83fa6ca7fb91'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'var-op-druid-meters-0-data-3'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-f6753474-7c78-48e1-a9aa-83fa6ca7fb91'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-f6753474-7c78-48e1-a9aa-83fa6ca7fb91'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}]",$81.92,$983.04
700982990415,us-east-1,op-druid,tmp-op-druid-meters-0-data-1,vol-0c7813a606f1594d6,2023-10-05 23:56:32.785000+00:00,100,io1,1000,"[{'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-138eae66-a9bb-41c2-8422-dfb17f9314e7'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'tmp-op-druid-meters-0-data-1'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-138eae66-a9bb-41c2-8422-dfb17f9314e7'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-138eae66-a9bb-41c2-8422-dfb17f9314e7'}]",$8.00,$96.00
700982990415,us-east-1,op-druid,var-op-druid-metric-0-data-4,vol-0ef17a06f8d3ddc15,2023-10-05 23:57:56.990000+00:00,1024,io1,10240,"[{'Key': 'CSIVolumeName', 'Value': 'pvc-2f8c9222-9524-4863-b58f-b798222d06fe'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'var-op-druid-metric-0-data-4'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-2f8c9222-9524-4863-b58f-b798222d06fe'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-2f8c9222-9524-4863-b58f-b798222d06fe'}]",$81.92,$983.04
700982990415,us-east-1,op-druid,tmp-op-druid-meters-1-data-1,vol-0bd7291313471edaf,2023-10-05 23:56:33.909000+00:00,100,io1,1000,"[{'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-d1cfaa1a-ea29-4237-a9e8-007516a8f185'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'tmp-op-druid-meters-1-data-1'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-d1cfaa1a-ea29-4237-a9e8-007516a8f185'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-d1cfaa1a-ea29-4237-a9e8-007516a8f185'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}]",$8.00,$96.00
700982990415,us-east-1,op-druid,var-op-druid-meters-0-data-6,vol-0e26569cc33b938ab,2023-10-05 23:56:33.164000+00:00,1024,io1,10240,"[{'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'var-op-druid-meters-0-data-6'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-71cfb230-64d0-4335-b19e-e55e180802c8'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-71cfb230-64d0-4335-b19e-e55e180802c8'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-71cfb230-64d0-4335-b19e-e55e180802c8'}]",$81.92,$983.04
700982990415,us-east-1,op-druid,tmp-op-druid-metric-0-data-5,vol-061490e03e610379f,2023-10-05 23:57:57.120000+00:00,100,io1,1000,"[{'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-9ef4074e-f723-4f94-9b9b-46d0bde0c176'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'tmp-op-druid-metric-0-data-5'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-9ef4074e-f723-4f94-9b9b-46d0bde0c176'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-9ef4074e-f723-4f94-9b9b-46d0bde0c176'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}]",$8.00,$96.00
700982990415,us-east-1,audit-log,deleter-pv-deleter-db-data-comparer-0,vol-0a1aceec4a881a7b7,2023-10-13 05:28:25.832000+00:00,10,io1,100,"[{'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-4091aac4-bffe-4eae-b2b6-f2f08e023c49'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'audit-log'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-4091aac4-bffe-4eae-b2b6-f2f08e023c49'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'deleter-pv-deleter-db-data-comparer-0'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-4091aac4-bffe-4eae-b2b6-f2f08e023c49'}]",$0.80,$9.60
700982990415,us-east-1,data-exporter,persistent-sending-queue-metrics-internal-collector-0,vol-0e1c577142a5c23b7,2023-09-22 16:55:55.955000+00:00,1,gp2,100,"[{'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-a1ba8035-65b9-4670-9b88-146029d14571'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-a1ba8035-65b9-4670-9b88-146029d14571'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-a1ba8035-65b9-4670-9b88-146029d14571'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'persistent-sending-queue-metrics-internal-collector-0'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'data-exporter'}]",$0.08,$0.96
700982990415,us-east-1,op-druid,var-op-druid-traces-0-data-1,vol-0a26a452bd37d6de5,2023-10-05 23:58:14.706000+00:00,1024,io1,10240,"[{'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-5c8b535c-33c4-4011-a05f-8d416ce56218'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-5c8b535c-33c4-4011-a05f-8d416ce56218'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'var-op-druid-traces-0-data-1'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-5c8b535c-33c4-4011-a05f-8d416ce56218'}]",$81.92,$983.04
700982990415,us-east-1,op-druid,tmp-op-druid-metric-0-data-9,vol-0177cf99f63db57e3,2023-10-05 23:57:57.690000+00:00,100,io1,1000,"[{'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'tmp-op-druid-metric-0-data-9'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-7eba8149-cf74-4358-9ce6-d248920a5a30'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-7eba8149-cf74-4358-9ce6-d248920a5a30'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-7eba8149-cf74-4358-9ce6-d248920a5a30'}]",$8.00,$96.00
700982990415,us-east-1,op-druid,tmp-op-druid-traces-0-data-1,vol-0bdb791d8700b4bc6,2023-10-05 23:58:14.664000+00:00,100,io1,1000,"[{'Key': 'CSIVolumeName', 'Value': 'pvc-6a858a84-6339-4bce-85ca-85da88e7c60b'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-6a858a84-6339-4bce-85ca-85da88e7c60b'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'tmp-op-druid-traces-0-data-1'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-6a858a84-6339-4bce-85ca-85da88e7c60b'}]",$8.00,$96.00
700982990415,us-east-1,N/A,N/A,vol-029feef5ad5b1e943,2019-08-15 04:38:31.777000+00:00,8,gp2,100,[],$0.64,$7.68
700982990415,us-east-1,data-exporter,persistent-sending-queue-traces-collector-8,vol-06956b34289921097,2024-02-01 20:28:30.922000+00:00,1,gp2,100,"[{'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'persistent-sending-queue-traces-collector-8'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-5f3fa6f5-a9b7-46be-bc21-c1f4524be829'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'data-exporter'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-5f3fa6f5-a9b7-46be-bc21-c1f4524be829'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-5f3fa6f5-a9b7-46be-bc21-c1f4524be829'}]",$0.08,$0.96
700982990415,us-east-1,op-druid,var-op-druid-meters-1-data-1,vol-06d4ac8b78b568a09,2023-10-05 23:56:33.923000+00:00,1024,io1,10240,"[{'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-e8aadd91-b28a-4774-ad75-68e6d0492df7'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'var-op-druid-meters-1-data-1'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-e8aadd91-b28a-4774-ad75-68e6d0492df7'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-e8aadd91-b28a-4774-ad75-68e6d0492df7'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}]",$81.92,$983.04
700982990415,us-east-1,op-druid,tmp-op-druid-meters-1-data-0,vol-09254a836c2111944,2023-10-05 23:56:33.795000+00:00,100,io1,1000,"[{'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-2439065e-eb77-449a-b6ab-446f4102d059'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'tmp-op-druid-meters-1-data-0'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-2439065e-eb77-449a-b6ab-446f4102d059'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-2439065e-eb77-449a-b6ab-446f4102d059'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}]",$8.00,$96.00
700982990415,us-east-1,data-exporter,persistent-sending-queue-traces-collector-11,vol-06de299b29611e6f2,2024-02-01 20:33:15.822000+00:00,1,gp2,100,"[{'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'data-exporter'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-ed5e209f-bbe0-4f57-8345-30cf73bfaa8b'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-ed5e209f-bbe0-4f57-8345-30cf73bfaa8b'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'persistent-sending-queue-traces-collector-11'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-ed5e209f-bbe0-4f57-8345-30cf73bfaa8b'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}]",$0.08,$0.96
700982990415,us-east-1,op-druid,tmp-op-druid-meters-0-data-4,vol-03fb7ab022eef3c38,2023-10-05 23:56:33.144000+00:00,100,io1,1000,"[{'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-1aa6856f-b80d-4229-a758-4d0c0fe81e03'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-1aa6856f-b80d-4229-a758-4d0c0fe81e03'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'tmp-op-druid-meters-0-data-4'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-1aa6856f-b80d-4229-a758-4d0c0fe81e03'}]",$8.00,$96.00
700982990415,us-east-1,data-exporter,persistent-sending-queue-metrics-internal-collector-1,vol-0ccfdb34cb965ed06,2023-09-26 00:18:47.714000+00:00,1,gp2,100,"[{'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-c46f5b8d-528d-4abc-bc0e-80ea12b5fb43'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'data-exporter'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-c46f5b8d-528d-4abc-bc0e-80ea12b5fb43'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-c46f5b8d-528d-4abc-bc0e-80ea12b5fb43'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'persistent-sending-queue-metrics-internal-collector-1'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}]",$0.08,$0.96
700982990415,us-east-1,N/A,N/A,vol-03c422df6923ba513,2019-11-12 17:23:19.327000+00:00,8,gp2,100,[],$0.64,$7.68
700982990415,us-east-1,op-druid,var-op-druid-metric-0-data-8,vol-04df87a904bbd3fb8,2023-10-05 23:57:57.270000+00:00,1024,io1,10240,"[{'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-e690c726-c6b1-48d9-877c-16d4e9e60966'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-e690c726-c6b1-48d9-877c-16d4e9e60966'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-e690c726-c6b1-48d9-877c-16d4e9e60966'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'var-op-druid-metric-0-data-8'}]",$81.92,$983.04
700982990415,us-east-1,op-druid,var-op-druid-metric-0-data-0,vol-0d71681ed5b03ce33,2023-10-05 23:57:56.778000+00:00,1024,io1,10240,"[{'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-992e2c62-4341-4575-911f-5512e6d2c260'}, {'Key': 'KubernetesCluster', 'Value': 'eks-us-east-1'}, {'Key': 'Name', 'Value': 'eks-us-east-1-dynamic-pvc-992e2c62-4341-4575-911f-5512e6d2c260'}, {'Key': 'ebs.csi.aws.com/cluster', 'Value': 'true'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'var-op-druid-metric-0-data-0'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'op-druid'}, {'Key': 'kubernetes.io/cluster/eks-us-east-1', 'Value': 'owned'}, {'Key': 'CSIVolumeName', 'Value': 'pvc-992e2c62-4341-4575-911f-5512e6d2c260'}]",$81.92,$983.04
700982990415,us-east-1,design-center,projects-service-pv-wc-redis-template-claim-projects-service-8,vol-09e85133ea63b33c4,2020-11-17 20:07:16.799000+00:00,100,io1,500,"[{'Key': 'kubernetes.io/cluster/stable5-us-east-1', 'Value': 'owned'}, {'Key': 'Name', 'Value': 'kubernetes-dynamic-pvc-60c94f7b-93c5-4b84-9a13-cbfd76fa5ffe'}, {'Key': 'kubernetes.io/created-for/pvc/name', 'Value': 'projects-service-pv-wc-redis-template-claim-projects-service-8'}, {'Key': 'kubernetes.io/created-for/pvc/namespace', 'Value': 'design-center'}, {'Key': 'KubernetesCluster', 'Value': 'stable5-us-east-1'}, {'Key': 'kubernetes.io/created-for/pv/name', 'Value': 'pvc-60c94f7b-93c5-4b84-9a13-cbfd76fa5ffe'}]",$8.00,$96.00
